name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value,ds_id,ds_qid
"Khafājī, Aḥmad ibn Muḥammad, 1571 or 1572-1659",author,خفاجي، احمد بن محمد، 1571 or 1572-1659,,human,Shihāb al-Dīn al-Khafājī,Q27894690,DSNAME1824,Q12354
"Khafrī, Muḥammad, -1407 or 1408",author,,,human,Muḥammad Khafrī,Q135991819,DSNAME8870,Q106648
"Khafrī, Muḥammad ibn Aḥmad, active 1526",author,,,human,Muḥammad Ibn-Aḥmad al- Ḫafrī,Q113795196,DSNAME8872,Q106650
"Khākiyānī, Darvīsh Aḥmad, active 1801",former owner,خاكيانى، درويش احمد، active 1801,,human,Darvīsh Aḥmad Khākiyānī,Q114242465,DSNAME4620,Q41065
"Khākiyānī, Darvīsh Aḥmad, active 1801",former owner,خاكيانى، درويش احمد، active 1801,,human,Darvīsh Aḥmad Khākiyānī,Q114242465,DSNAME4620,Q41065
"Khalfāwī, ʻAlī ibn Muḥammad, active 18th century",scribe,خلفاوي، علي بن محمد، active 18th century,,human,ʻAlī ibn Muḥammad Khalfāwī,Q131748670,DSNAME7941,Q68551
"Khālidī, Aḥmad ibn Muḥammad, -1475 or 1476",author,خالدي، احمد بن محمد، -1475 or 1476,,human,Aḥmad ibn Muḥammad Khālidī,Q135441876,DSNAME8816,Q103659
"Khālidī, Ismāʻīl ibn ʻAbd Allāh, active 19th century",scribe,خالي، اسماعيل بن عبد الله، active 19th century,,human,Ismāʻīl ibn ʻAbd Allāh Khālidī,Q131748463,DSNAME7643,Q68253
"Khalīfī, Aḥmad ibn Yūnus, d. 1794",author,,,human,Aḥmad ibn Yūnus Khalīfī,Q129951582,DSNAME6580,Q54211
"Khalīl al-Ayyūbī, Sultan, 1401 or 1402-1452?",author,,,human,Sultan Khalīl al-Ayyūbī,Q135991890,DSNAME8889,Q106667
"Khalīl al-Buṣrawī, Muḥammad ibn Ghars al-Dīn, d. 1484",author,,,human,Muḥammad ibn Ghars al-Dīn Khalīl al-Buṣrawī,Q129951492,DSNAME6520,Q54151
"Khalīlī, Ghars al-Dīn ibn Muḥammad, d. 1647",author,,,human,Ghars al-Dīn ibn Muḥammad Khalīlī,Q124771384,DSNAME7493,Q67779
"Khalīlī, Yāsīn ibn Muḥammad, -1675 or 1676",author,خليلي، يس بن محمد، -1675 or 1676,,human,Yāsīn ibn Muḥammad Khalīlī,Q131748545,DSNAME7764,Q68374
"Khalīl ibn Isḥāq al-Jundī, -1365?",author,خليل بن اسحاق الجندي,,human,Khalīl ibn Isḥāq al-Jundī,Q5606393,DSNAME8811,Q103654
"Khalīl Ṣūfī, Niʻmat Allāh ibn Aḥmad, d. 1561 or 2",author,خليل صوفي، نعمة الله بن احمد,,human,Niʻmat Allāh ibn Aḥmad Khalīl Ṣūfī,Q130375071,DSNAME6945,Q54926
"Khalkhālī, Ḥusayn al-Ḥusaynī, -1605",author,خلخالي، حسين الحسيني، -1605,,human,Ḥusayn al-Ḥusaynī Khalkhālī,Q131398924,DSNAME7801,Q68411
"Khalkhālī, Muḥammad ibn Muẓaffar, -approximately 1344",author,خلخالي، محمد بن مظفر,,human,Muḥammad ibn Muẓaffar Khalkhālī,Q129951598,DSNAME6597,Q54228
"Khalwatī, Aḥmad Muṣṭafá Aḥmad, active 19th century",scribe,خلوتي، احمد مصطفى احمد، active 19th century,,human,Aḥmad Muṣṭafá Aḥmad Khalwatī,Q131748518,DSNAME7723,Q68333
"Khalwatī, Muḥammad ibn Aḥmad, -1677 or 1678",author,,,human,al-Khalwatī,Q105359219,DSNAME6574,Q54205
"Khamsī, Muḥammad ibn ʻAbd Allāh",scribe,خمسي، محمد بن عبد الله,,human,Muḥammad ibn ʻAbd Allāh Khamsī,Q114242461,DSNAME4621,Q41066
"Khamsī, Muḥammad ibn ʻAbd Allāh",scribe,خمسي، محمد بن عبد الله,,human,Muḥammad ibn ʻAbd Allāh Khamsī,Q114242461,DSNAME4621,Q41066
"Khan, Mir Kalan, 18th cent",author,خان، مىر کلان، 18th cent,,human,Mir Kalan Khan,Q54086386,DSNAME6297,Q49168
"Khān, Sharīf, 1725?-1805 or 1806",former owner,"محمد شريف خان, 1725?-1805 or 1806",http://id.loc.gov/authorities/names/n2008205086,human,Sharīf Khān,Q116446986,DSNAME866,Q3267
"Khān, Sharīf, 1725?-1805 or 1806",former owner,,,human,Sharīf Khān,Q116446986,DSNAME866,Q3267
"Khān, Sharīf, 1725?-1805 or 1806",former owner,"محمد شريف خان, 1725?-1805 or 1806",http://id.loc.gov/authorities/names/n2008205086,human,Sharīf Khān,Q116446986,DSNAME866,Q3267
"Khān, Sharīf, 1725?-1805 or 1806",former owner,,,human,Sharīf Khān,Q116446986,DSNAME866,Q3267
Khaṇḍadīkṣita,author,,http://id.loc.gov/authorities/names/n89605938,human,Khaṇḍadīkṣita,Q124252874,DSNAME3582,Q28366
Khān Muḥammad Maḥmūd ibn Ḥusayn ibn Muḥammad,scribe,خان محمد محمود بن حسين بن محمد.,,human,Khān Muḥammad Maḥmūd ibn Ḥusayn ibn Muḥammad,Q123581744,DSNAME2627,Q18675
"Khān Mullā, Muḥammad Ḥusayn, -1795 or 1796",author,خان ملا، محمد حسين، -1795 or 1796,,human,Muḥammad Ḥusayn Khān Mullā,Q136458555,DSNAME8988,Q108564
"Khāqānī, Afz̤al al-Dīn Shirvānī, approximately 1126-1198 or 1199",author,,,human,Khaqani,Q368862,DSNAME2648,Q18696
"Khāqānī, Afz̤al al-Dīn Shirvānī, approximately 1126-1198 or 1199",author,خاقانى، افضل الدين شروانى،,,human,Khaqani,Q368862,DSNAME2648,Q18696
"Kharā&#x02bc;iṭī, Muḥammad ibn Jaʻfar, -938",author,خرائطي، محمد بن جعفر,,human,Muhammad ibn Ja'far al-Khara'iti,Q20384959,DSNAME7536,Q67822
"Kharpūtī, ʻAbd al-Raḥmān ibn Ibrāhīm, active 19th century",author,خرپوتي، عبد الرحمن بن ابراهيم، active 19th century,,human,ʻAbd al-Raḥmān ibn Ibrāhīm Kharpūtī,Q131575228,DSNAME7520,Q67806
"Kharrāz, Muḥammad ibn Muḥammad, -1318 or 1319",author,خراز، محمد بن محمد,,human,Muḥammad ibn Muḥammad Kharrāz,Q134705578,DSNAME8732,Q101414
"Khaṣṣāf, Aḥmad ibn ʻUmar, -874 or 875",author,,,human,Aḥmad ibn ʻUmar Khaṣṣāf,Q17417885,DSNAME7060,Q63990
"Khaṣṣāf, Aḥmad ibn ʻUmar, -874 or 875.",author,,,human,Aḥmad ibn ʻUmar Khaṣṣāf,Q17417885,DSNAME7060,Q63990
"Khaṭīb, Maḥmūd",scribe,خطيب، محمود,,human,Maḥmūd Khaṭīb,Q132752866,DSNAME8146,Q75563
"Khaṭīb, Muḥammad, active 17th century",scribe,خطيب، محمد، active 17th century,,human,Muhammad Khatib,Q125897099,DSNAME7642,Q68252
"Khaṭīb, Muḥammad Abū al-Naṣr, 1837 or 1838-1906",author,,,human,Muḥammad Abū al-Naṣr Khaṭīb,Q131575270,DSNAME7552,Q67838
"Khaṭīb, Muḥammad Abū al-Naṣr, 1837 or 1838-1906",author,خطيب، محمد ابو النصر,,human,Muḥammad Abū al-Naṣr Khaṭīb,Q131575270,DSNAME7552,Q67838
"Khaṭīb, Zayn al-ʻĀbidīn ibn Muḥammad",scribe,خطيب، زين العابدين بن محمد،,,human,Zayn al-ʻĀbidīn ibn Muḥammad Khaṭīb,Q124566849,DSNAME4622,Q41067
"Khaṭīb, ʻAlī ibn Ḥusayn, active 16th century",scribe,خطيب، علي بن حسين، active 16th century,,human,ʻAlī ibn Ḥusayn Khaṭīb,Q131748572,DSNAME7809,Q68419
"Khaṭīb al-Baghdādī, Abū Bakr Aḥmad ibn ʻAlī, 1002-1071",author,,,human,Al-Khatib al-Baghdadi,Q557961,DSNAME7543,Q67829
"Khaṭīb al-Tamartāshī, Muḥammad ibn ʻAbd Allāh, 1532 or 1533-1595 or 1596",author,,,human,Muḥammad Ibn-ʿAbdallāh at- Tamirtāšī,Q60844562,DSNAME6978,Q63908
"Khaṭīb al-Tamartāshī, Muḥammad ibn ʻAbd Allāh, 1532 or 1533-1595 or 1596",author,خطيب التمرتاشي، محمد بن عبد الله، 1532 or 1533-1595 or 1596,,human,Muḥammad Ibn-ʿAbdallāh at- Tamirtāšī,Q60844562,DSNAME6978,Q63908
"Khaṭīb al-Tibrīzī, Muḥammad ibn ʻAbd Allāh, active 1337",author,خطيب التبريزي، محمد بن عبد الله,,human,Muḥammad ibn ʻAbd Allāh Khatib Al-Tabrizi,Q105062495,DSNAME6332,Q49203
"Khaṭīb al-Tibrīzī, Muḥammad ibn ʻAbd Allāh, active 1337",author,خطيب التبريزي، محمد بن عبد الله، active 1337,,human,Muḥammad ibn ʻAbd Allāh Khatib Al-Tabrizi,Q105062495,DSNAME6332,Q49203
"Khaṭīb al-Tibrīzī, Muḥammad ibn ʻAbd Allāh, active 1337",author,,,human,Muḥammad ibn ʻAbd Allāh Khatib Al-Tabrizi,Q105062495,DSNAME6332,Q49203
"Khaṭīb al-Tibrīzī, Muḥammad ibn ʻAbd Allāh, active 1337.",author,خطيب التبريزي، محمد بن عبد الله,,human,Muḥammad ibn ʻAbd Allāh Khatib Al-Tabrizi,Q105062495,DSNAME6332,Q49203
"Khaṭīb al-Tibrīzī, Muḥammad ibn ʻAbd Allāh, active 1337.",author,,,human,Muḥammad ibn ʻAbd Allāh Khatib Al-Tabrizi,Q105062495,DSNAME6332,Q49203
"Khaṭībʹzādah, Muḥammad ibn Ibrāhīm, d. 1495",author,,,human,Muḥammad ibn Ibrāhīm Khaṭībʹzādah,Q12210645,DSNAME7024,Q63954
"Khaṭṭābī, Ḥamd ibn Muḥammad, 931-996",author,خطابي، حمد بن محمد، 931-996،,,human,Abu Sulaiman al-Khattabi,Q12178032,DSNAME1916,Q12446
"Khātūn, Muḥammad ibn ʻAlī",author,,,human,Muḥammad ibn ʻAlī Khātūn,Q124566850,DSNAME4623,Q41068
"Khātūnʹābādī, Muḥammad Bāqir ibn Ismāʻīl al-Ḥusaynī, active 1706",scribe,خاتون‌آبادى، محمد باقر بن اسماعيل الحسينى،,,human,Muḥammad Bāqir ibn Ismāʻīl al-Ḥusaynī Khātūnʹābādī,Q123581746,DSNAME2631,Q18679
"Khātūnʹābādī, Muḥammad Ṣāliḥ ibn ʻAbd al-Wāsiʻ, -1704 or 1705",author,خاتون‌ابادي، محمد صالح بن عبد الواسع، -1704 or 1705,,human,Muḥammad Ṣāliḥ ibn ʻAbd al-Wāsiʻ Khātūnʹābādī,Q129453308,DSNAME6277,Q49148
"Khawāfī, Burhān ibn Waḥīd, active 1537",scribe,خوافي، برهان بن وحيد، active 1537،,,human,Burhān ibn Waḥīd Khawāfī,Q124130485,DSNAME3236,Q28020
"Khawāfī, ḥaydar ibn Muḥammad, d. 1450",author,,,human,ḥaydar ibn Muḥammad Khawāfī,Q129951508,DSNAME6531,Q54162
"Khawājah Rājah, Muḥammad ibn Aḥmad, active 17th century",scribe,خواجة راجة، محمد بن احمد، active 17th century,,human,Muḥammad ibn Aḥmad Khawājah Rājah,Q131748657,DSNAME7926,Q68536
"Khayābānī, Muḥammad ʻAlī al-Tabrīzī",scribe,تبريزي، محمد علي,,human,Muḥammad ʻAlī al-Tabrīzī Khayābānī,Q132752861,DSNAME8140,Q75558
"Khayālī, Aḥmad ibn Mūsá, -1457",author,خيالي، احمد بن موسى، -1457؟,,human,Aḥmad ibn Mūsá Khayālī,Q114242425,DSNAME4624,Q41069
"Khayālī, Aḥmad ibn Mūsá, -1457",author,خيالي، احمد بن موسى، -1457؟,,human,Aḥmad ibn Mūsá Khayālī,Q114242425,DSNAME4624,Q41069
"Khayālī Bukharāʼī, -1446 or 1447",author,خىالى بخرائي، d. 1446 or 7,,human,Khayālī Bukharāʼī,Q129453377,DSNAME6323,Q49194
"Khayrī, ʻAbd al-Majīd",author,,,human,ʻAbd al-Majīd Khayrī,Q131386056,DSNAME7036,Q63966
"Khāzin al-Baghdādī, ʻAlī ibn Muḥammad, 1279 or 1280-1341",author,خازن البغدادي، علي بن محمد، 1279 or 1280-1341,http://id.loc.gov/authorities/names/n88234458,human,Al-Khāzin al-Baghdādī,Q17521123,DSNAME1895,Q12425
"Khāzinī, ʻAbd al-Raḥmān, active 1121",author,,,human,Al-Khazini,Q2991836,DSNAME783,Q3184
"Khāzinī, ʻAbd al-Raḥmān, active 1121",author,خازني، عبد الرحمن، active 1121,http://id.loc.gov/authorities/names/n84238034,human,Al-Khazini,Q2991836,DSNAME783,Q3184
"Khāzinī, ʻAbd al-Raḥmān, active 1121",author,خازني، عبد الرحمن، active 1121,http://id.loc.gov/authorities/names/n84238034,human,Al-Khazini,Q2991836,DSNAME783,Q3184
"Khāzinī, ʻAbd al-Raḥmān, active 1121",author,,,human,Al-Khazini,Q2991836,DSNAME783,Q3184
"Khazrajī, Muḥammad",author,خزرجي، محمد,,human,Muḥammad Khazrajī,Q129951655,DSNAME6634,Q54265
"Khazrajī, ʻAbd Allāh ibn ʻUthmān, active 12th century-13th century",author,,,human,Ḍiyāʾ al-Dīn al-Khazrajī,Q126897880,DSNAME6517,Q54148
"Khilāṭī, Muḥammad ibn ʻAbbād, -1254",author,خلاطي، محمد بن عباد,,human,Muḥammad ibn ʻAbbād Khilāṭī,Q131386042,DSNAME7010,Q63940
"Khilaʻī, ʻAlī ibn al-ḥasan, d. 1099",author,,,human,al-Khali,Q12187075,DSNAME7563,Q67849
"Khinn, Muḥammad Ṣāliḥ ibn Salīm, active 19th century",scribe,خن، محمد صالح بن سليم، active 19th century,,human,Muḥammad Ṣāliḥ ibn Salīm Khinn,Q131748576,DSNAME7815,Q68425
"Khiṣālī, ʻAbd al-Raḥmān ibn Sulaymān, d. 1676 or 7",author,,,human,ʻAbd al-Raḥmān ibn Sulaymān Khiṣālī,Q131386028,DSNAME6987,Q63917
"Khiṭāʼī, ʻUthmān, active 15th century",author,,,human,ʻUthmān Khiṭāʼī,Q129951630,DSNAME6536,Q54167
"Khiṭāʼī, ʻUthmān, active 15th century",author,خطائي، عثمان,,human,ʻUthmān Khiṭāʼī,Q129951630,DSNAME6536,Q54167
"Khiṭāʼī, ʻUthmān, active 15th century",author,خطائي، عثمان، active 15th century,,human,ʻUthmān Khiṭāʼī,Q129951630,DSNAME6536,Q54167
"Khouri, Elias Alexander",former owner,,,human,"Khouri, Elias Alexander",Q123581742,DSNAME2618,Q18666
"Khuḍarī, Muḥammad, 1798-1870 or 1871",author,خضري، محمد، 1798-1870 or 1871,,human,Muḥammad Khuḍarī,Q131398967,DSNAME7930,Q68540
"Khūjahʹzādah, ʻAbd al-Naṣīr ibn ʻAbd Allāh, active 16th century",author,,,human,ʻAbd al-Naṣīr ibn ʻAbd Allāh Khūjahʹzādah,Q129951546,DSNAME6556,Q54187
"Khujandī, Aḥmad ibn Muḥammad al-Akhwī, 1319-1400",author,,,human,Aḥmad ibn Muḥammad al-Akhwī Khujandī,Q135991892,DSNAME8893,Q106671
"Khurasānī, Ḥasan ibn Muḥammad al-Ḥusayn",author,,,human,Ḥasan ibn Muḥammad al-Ḥusayn Khurasānī,Q136458556,DSNAME8991,Q108542
"Khurāsānī, Muḥammad",scribe,خراساني، محمد،,,human,Khalid Balti,Q110528898,DSNAME4625,Q41070
"Khurāsānī, Muḥammad ʻAlī ibn Muḥammad",scribe,خراساني، محمد علي بن محمد,,human,Muḥammad ʻAlī ibn Muḥammad Khurāsānī,Q129453396,DSNAME6337,Q49208
"Khurramʹābādī, Mūsá ibn ʻAzīz Allāh",author,,,human,Mūsá ibn ʻAzīz Allāh Khurramʹābādī,Q129951736,DSNAME6690,Q54321
"Khuwānsārī, Ḥusayn ibn Muḥammad, 1607 or 1608-1686?",author,خوانساري، حسين بن محمد، 1607 or 1608-1686?,,human,Ḥusayn ibn Muḥammad Khuwānsārī,Q135441891,DSNAME8842,Q103685
"Khuwānsārī, Muḥammad ibn Ḥusayn, d. 1713",author,,,human,Ḥusayn ibn Muḥammad Khuwānsārī,Q135441891,DSNAME8842,Q103685
"Khuwārizmī, Ḥusām ibn Fakhr al-Dīn",scribe,خوارزمي، حسام بن فخر الدين,,human,Ḥusām ibn Fakhr al-Dīn Khuwārizmī,Q124130486,DSNAME3126,Q27913
"Khuwārizmī, Muḥammad ibn Mūsá, active 813-846",author,خوارزمي ، محمد بن موسى,,human,Al-Khwarizmi,Q9038,DSNAME3277,Q28061
"Khuwaydam, Aḥmad ibn Muḥyī al-Dīn, active 17th century",scribe,خويدم، احمد بن محيي الدين، active 17th century،,,human,Aḥmad ibn Muḥyī al-Dīn Khuwaydam,Q131748551,DSNAME7775,Q68385
"Khuzāʻī, Muḥammad ibn Jaʻfar, -1017 or 1018",author,خزاعي، محمد بن جعفر,,human,Muḥammad ibn Jaʻfar Khuzāʻī,Q134705571,DSNAME8724,Q101406
"Khvājagī Kāshānī, Aḥmad ibn Jalāl al-Dīn, -1549 or 1550",author,,,human,Aḥmad ibn Jalāl al-Dīn Khvājagī Kāshānī,Q129453153,DSNAME6121,Q48988
"Khvājah Muḥammad Pārsā, 1338 or 1339-1420",author,خواجه محمد پارسا، 1338 or 9-1420,,human,Khvājah Muḥammad Pārsā,Q120599057,DSNAME6151,Q49022
"Khvājū-yi Kirmānī, Maḥmūd ibn ʻAlī, 1290 or 1291-1352",author,خواجوى کرمانى، محمود بن على، 1290 or 1291-1352,,human,Maḥmūd Ibn-ʿAlī Ḫwāǧū Kirmānī,Q55916316,DSNAME6348,Q49219
"Khvānd Mīr, Ghiyās̲ al-Dīn ibn Humām al-Dīn, approximately 1475-1535",author,خواند مىر، غىاث الدىن بن همام الدىن، approximately 1475-1535,,human,Muhammad Khwandamir,Q2977486,DSNAME6441,Q49312
"Khvānd Mīr, Ghiyās̲ al-Dīn ibn Humām al-Dīn, approximately 1475-1535",author,خواند مىر، غىاث الدىن بن همام الدىن,,human,Muhammad Khwandamir,Q2977486,DSNAME6441,Q49312
"Khvānsārī, Ḥaydar ibn Muḥammad, active 17th century",author,خوانسارى، حىدر بن محمد، active 17th century,,human,Ḥaydar ibn Muḥammad Khvānsārī,Q129453512,DSNAME6461,Q49332
"Khvānsārī, Ḥaydar ibn Muḥammad, active 17th century",author,,,human,Ḥaydar ibn Muḥammad Khvānsārī,Q129453512,DSNAME6461,Q49332
"Khvānsārī, Jamāl al-Dīn, -1713?",author,خوانساري، محمد بن حسين، -1713,,human,Jamāl al-Dīn Khvānsārī,Q135441843,DSNAME8751,Q103594
"Khvānsārī, Muḥammad Kāẓim ibn Muḥammad Ṣāʼib",author,خوانسارى، محمد کاظم بن محمد صائب,,human,Muḥammad Kāẓim ibn Muḥammad Ṣāʼib Khvānsārī,Q129453349,DSNAME6303,Q49174
"Khvānsārī, Muḥammad Riz̤á ibn Ḥusayn",author,خوانسارى، محمد رضى بن حسىن,,human,Muḥammad Riz̤á ibn Ḥusayn Khvānsārī,Q129453103,DSNAME6152,Q49023
"Khvārazmī, Kamāl al-Dīn Ḥusayn ibn Ḥasan",author,خوارزمى، کمال الدىن حسىن بن حسن,,human,Kamāl al-Dīn Ḥusayn ibn Ḥasan Khvārazmī,Q129453139,DSNAME6175,Q49046
"Khwājahʹzādah, Muṣṭafá ibn Yūsuf, -1487 or 1488",author,خواجه زاده، مصطفى بن يوسف,,human,Muṣṭafá ibn Yūsuf Khwājahʹzādah,Q129951548,DSNAME6557,Q54188
"Khwārizmī, Ṭāhir ibn Islām, active 14th century",author,,,human,Ṭāhir ibn Islām Khwārizmī,Q131386089,DSNAME7101,Q64031
"Kibrīt, Muḥammad ibn ʻAbd Allāh, 1603 or 1604-1659 or 1660",author,كبريت، محمد بن عبد الله، 1603 or 1604-1659 or 1660,,human,Muhammad Kibrit,Q51886263,DSNAME1825,Q12355
"Kibrīt, Muḥammad ibn ʻAbd Allāh, 1603 or 1604-1659 or 1660",author,كبريت، محمد بن عبد الله، 1603 or 1604-1659 or 1660,,human,Muhammad Kibrit,Q51886263,DSNAME1825,Q12355
"Kilālī, Zubayr ibn Marḍ",scribe,كلالي، زبير بن مرض,,human,Zubayr ibn Marḍ Kilālī,Q114242466,DSNAME4626,Q41071
"Kilālī, Zubayr ibn Marḍ",scribe,كلالي، زبير بن مرض,,human,Zubayr ibn Marḍ Kilālī,Q114242466,DSNAME4626,Q41071
"Kilbāsī, Muḥammad Mahdī ibn Muḥammad Ibrāhīm, -1875 or 1876",author,كلباسي، محمد مهدي بن محمد ابراهيم، -1875 or 1876,,human,Muḥammad Mahdī ibn Muḥammad Ibrāhīm Kilbāsī,Q135441844,DSNAME8752,Q103595
"Kilīsī, ʻUmar",author,,,human,ʻUmar Kilīsī,Q129951578,DSNAME6577,Q54208
"Ḳilṭi, Yosef ben Moshe, active 14th century",author,"קילטי, יוסף בן משה, active 14th century",,human,Yosef ben Moshe Ḳilṭi,Q132799194,DSNAME8285,Q75698
"Kimhi, David, approximately 1160-approximately 1235",author,"קמחי, דוד, approximately 1160-approximately 1235",,human,David Kimhi,Q733619,DSNAME5680,Q42153
"Kimḥi, Isaac ben Mordekhai",author,"קמחי, יצחק בן מרדכי",,human,Isaac ben Mordekhai Kimḥi,Q132798610,DSNAME8284,Q75697
"Kimḥi, Moses, -approximately 1190",author,"קמחי, משה, -approximately 1190",,human,Moses Kimhi,Q723540,DSNAME8457,Q75868
"Kinānī, Salmūn ibn ʻAlī, -1365 or 1366",author,كناني، سلمون بن علي، -1365 or 1366,,human,Salmūn ibn ʻAlī Kinānī,Q135441849,DSNAME8759,Q103602
"King, Raphael",former owner,,,human,Raphael King,Q124618024,DSNAME4627,Q41072
"King, William, 1650-1729",former owner,,,human,William King,Q3568762,DSNAME2323,Q16624
"King-Harman, L. H",former owner,,,human,Laurence Harman King-Harman,Q61959623,DSNAME2432,Q17641
King Martin I of Aragon,former owner,,,human,Martin of Aragon,Q332681,DSNAME5752,Q42225
Kirakos,scribe,,,human,Kirakos,Q124566851,DSNAME4628,Q41073
"Kirbāsī, Muḥammad ibn Ibrāhīm, 1766 or 1767-1844",author,كرباسي، محمد بن ابراهيم، 1766 or 1767-1844,,human,Muḥammad ibn Ibrāhīm Kirbāsī,Q129453390,DSNAME6335,Q49206
"Kirby, Laurence",former owner,,,human,Laurence Kirby,Q376142,DSNAME7307,Q67553
"Kirkestede, Henry, approximately 1314-approximately 1378",scribe,,http://id.loc.gov/authorities/names/nr2004031360,human,Henry Kirkestede,Q18528592,DSNAME4629,Q41074
"Kirkup, Seymour, Stocker, 1788-1880",former owner,,,human,Seymour Stocker Kirkup,Q16605428,DSNAME4630,Q41075
"Kirkup, Seymour Stocker, 1788-1880",former owner,,,human,Seymour Stocker Kirkup,Q16605428,DSNAME4630,Q41075
"Kirmānī, Muḥammad ibn Yūsuf, 1317 or 1318-1384 or 1385",author,كرماني، محمد بن يوسف,,human,Shams-ud-Din Kermani,Q7487680,DSNAME7513,Q67799
"Kirmānī, Muḥammad ibn Yūsuf, 1317 or 1318-1384 or 1385",author,,,human,Shams-ud-Din Kermani,Q7487680,DSNAME7513,Q67799
"Kirmānī, Muḥammad Jaʻfar ibn Muḥammad Rafīʻ",scribe,كرماني، محمد جعفر بن محمد رفيع,,human,Muḥammad Jaʻfar ibn Muḥammad Rafīʻ Kirmānī,Q124130487,DSNAME3135,Q27921
"Kirmānī, Muḥammad Karīm Khān, -1871 or 1872",author,كرماني، محمد كريم خان، -1871 or 1872,,human,Karim Khan Kermani,Q6401910,DSNAME8803,Q103646
"Kirmānī, Muḥammad Karīm Khān, -1871 or 1872",author,,,human,Karim Khan Kermani,Q6401910,DSNAME8803,Q103646
"Kirmānī, ʻAlī Mardān, active 18th century-19th century",author,کرمانى، على مردان، active 18th century-19th century,,human,Ali Shah Durrani,Q572841,DSNAME6246,Q49117
